sentence;word;explanation;first_new_sentence;second_new_sentence
My friend is dealing with a really severe viagra addiction. he's having a hard time with it.; hard; The word "hard" can mean difficult or to have an erection.; The exam was really hard to pass.; He had a hard time dealing with the situation.
I nicknamed my girlfriend melody because its loudest and always on top; melody; The word "melody" can refer to a musical tune or to sound like "loudest."; The melody of the song was very catchy.; She was always on top of her game.
How's my life? let's just say i'm starting a lot of sentences with let's just say.; say; The word "say" can mean to speak or to indicate an example.; She wanted to say something important.; Let's just say he wasn't very happy with the result.
Just imagine how good prescription cheese would be.; prescription; The word "prescription" can refer to a medical prescription or to sound like "cheese."; The doctor wrote a prescription for the patient.; Prescription cheese would be a unique product.
Crazy ex girlfriends are like a box of chocolates they will kill your dog; box; The word "box" can refer to a container or to a type of fight.; She packed her belongings in a box.; The boxer entered the ring for the match.
Did you hear about the flying german pancakes in ww2? they were in the luftwaffle!; waffle; The word "waffle" can refer to a type of food or to sound like "Luftwaffe."; She enjoyed a waffle for breakfast.; The Luftwaffe was the German air force during WWII.
If there's two things i've learned in life it's that i'm awful at counting.; counting; The word "counting" can mean to enumerate or to rely on something.; She was counting the number of apples.; He was counting on his friend to help him.
Canadian army training is 6 weeks of learning how to throw a snowball.; snowball; The word "snowball" can refer to a ball of snow or to something that grows rapidly.; The children made a snowball to throw.; The project started small but quickly snowballed into a major initiative.
What's black and always in the back of a police car? the seat.; seat; The word "seat" can refer to a place to sit or to the location of something.; He took a seat at the table.; The seat of the problem was identified.
Why does the ocean have water? because the sky is *blue*; blue; The word "blue" can refer to the color or to sound like "blew."; The sky was a beautiful shade of blue.; The wind blue the leaves off the trees.
I get sad around the holidays because they always remind me of how much weight i'll be gaining.; weight; The word "weight" can refer to the heaviness of something or to the importance.; She measured the weight of the package.; The weight of the decision was overwhelming.
Starting a cover band called a book so no one can judge us.; book; The word "book" can refer to a written work or to reserve something.; She read a book before going to bed.; He decided to book a table at the restaurant.
I met a horse who keeps talking about the apocalypse. he told me the end is neigh.; neigh; The word "neigh" can refer to the sound a horse makes or to sound like "near."; The horse let out a loud neigh.; The end is near, according to the prophecy.
As a student the most comforting words you'll ever hear are  i haven't started either; started; The word "started" can mean to begin or to sound like "started."; She started her homework early.; He started the car and drove away.
If you watch cinderella backwards its about a woman getting put in her place.; place; The word "place" can refer to a location or to a position in society.; They found a quiet place to relax.; She was put in her place by the boss.
If you love something set it free,unless it's a lion. don't do that.; free; The word "free" can mean to release or to not cost anything.; He decided to free the bird from the cage.; The event was free for all attendees.
Which street in france do reindeer live on? rue dolph; rue; The word "rue" can refer to a street or to regret.; They walked down the rue to the café.; She began to rue her decision.
Why do time machines make you happy? they're an anti de-present.; present; The word "present" can refer to the current time or to a gift.; He was happy to be present at the meeting.; She received a present for her birthday.
What is white, 12 inches long, and not a fluorescent light bulb? nothing.; nothing; The word "nothing" can mean the absence of something or to sound like "not a thing."; There was nothing left in the box.; He said nothing during the meeting.
What's the real reason why sjws hate guns? they don't come with trigger warnings.; trigger; The word "trigger" can refer to a mechanism on a gun or to cause a reaction.; He pulled the trigger to fire the gun.; The movie triggered a strong emotional response.
Q: why was the chessmaster interested in foreign women? a: he wanted a czech mate.; mate; The word "mate" can refer to a partner or to a checkmate in chess.; She found her mate for life.; The chess player declared mate in three moves.
Why did olly call the manager for help, outside the store? for the watch..; watch; The word "watch" can refer to a timepiece or to observe.; He wore a watch on his wrist.; She decided to watch the movie.
How did jamie find cersei in the long grass? satisfying.; satisfying; The word "satisfying" can mean fulfilling or to sound like "sat in the grass."; The meal was very satisfying.; He found her satisfying in the long grass.
What do farmers say when something is important to them? it plays a big tractor.; tractor; The word "tractor" can refer to a farm vehicle or to sound like "factor."; The farmer used a tractor to plow the field.; It plays a big factor in their decision.
What do sexy farmers say all day? brown-chicken-brown-cow! and then they swagger a bit.; cow; The word "cow" can refer to the animal or to sound like "cow."; The cow grazed in the field.; He said "brown-chicken-brown-cow" as a joke.
How does stephen hawking refresh after a long day? f5; f5; The word "F5" can refer to a function key or to refresh.; He pressed F5 to refresh the page.; F5 is a key on the keyboard.
What did simba say to his dad when he was moving too slow? mufasa!; mufasa; The word "Mufasa" is a character from "The Lion King" and sounds like "move faster."; Mufasa was Simba's father in the movie.; He told his dad to move faster.
What do you get when you cross an elephant with a rhino? elephino...; elephino; The word "elephino" is a pun on "elephant" and "rhino."; The elephino is a mythical creature.; He joked about the elephino.
A step-by-step guide on how to parallel park! 1) park somewhere else.; park; The word "park" can refer to a public area or to park a vehicle.; They went for a walk in the park.; He decided to park the car in the garage.
How do you confuse hellen keller? give her a basketball and tell her to read it.; read; The word "read" can mean to interpret written words or to sound like "red."; She likes to read books in her free time.; The ball was red in color.
The water from a drinking fountain tastes like pennies and mumps.; mumps; The word "mumps" can refer to a disease or to sound like "mumps."; He was diagnosed with mumps.; The water tasted like mumps.
I heard they wanted to do an asian version of drive but there's already a movie called crash.; crash; The word "crash" can refer to a collision or to a movie title.; The car crash caused a lot of damage.; They watched the movie "Crash."
What's a horny pirate's worst nightmare? a sunken chest with no booty.; booty; The word "booty" can refer to treasure or to buttocks.; The pirate searched for booty on the island.; She admired her booty in the mirror.
My bread factory burned down. now my business is toast.; toast; The word "toast" can refer to bread or to being ruined.; She had toast for breakfast.; His business was toast after the fire.
If the sheets are still on the bed when it's over, you're doing it wrong.; sheets; The word "sheets" can refer to bed linens or to paper.; She changed the sheets on the bed.; He printed the document on sheets of paper.
Strippers are a lot like magnets. they work by poles.; poles; The word "poles" can refer to magnetic poles or to stripper poles.; The Earth has North and South poles.; The stripper danced around the pole.
I only drink smart water now. i think it's really helping my... my head thinking thingie.; smart; The word "smart" can mean intelligent or to refer to a brand of water.; She is a very smart student.; He drank smart water to stay hydrated.
To my student loans i am forever in your debt.; debt; The word "debt" can refer to money owed or to a moral obligation.; He was in debt after buying the car.; She felt a debt of gratitude towards her teacher.
You hear the one about the transgender student? he spent his junior year a broad.; broad; The word "broad" can refer to a woman or to something wide.; She is a broad-minded person.; The river was very broad.
Are you a chicken farmer cause' you know how to raise a cock.; cock; The word "cock" can refer to a rooster or to a vulgar term for male genitalia.; The cock crowed at dawn.; He made a joke about the cock.
You know what pal, lay your own damn eggs - jerk chicken; jerk; The word "jerk" can refer to a type of chicken or to a rude person.; He cooked jerk chicken for dinner.; She called him a jerk for his behavior.
I like my car how i like my life. duty free.; duty; The word "duty" can refer to a tax or to a responsibility.; He paid the duty on imported goods.; It was her duty to take care of the children.
Being a twitter elite is like being the most popular patient in the asylum.; asylum; The word "asylum" can refer to a mental institution or to a place of refuge.; He sought asylum in another country.; The asylum housed many patients.
What did the cannibal do after he dumped his girlfriend? he wiped.; wiped; The word "wiped" can mean to clean or to sound like "wiped out."; She wiped the table clean.; He was completely wiped after the long day.
The cancellation of the golden girls must have been devastating to the shoulder pad industry.; shoulder; The word "shoulder" can refer to a body part or to a part of clothing.; He injured his shoulder during the game.; The dress had padded shoulders.
Have you seen stevie wonder's new house? no? well, it's really nice.; nice; The word "nice" can mean pleasant or to sound like "nice."; She is a very nice person.; The house was really nice.
What is et short for? cos he's only got little legs; legs; The word "legs" can refer to limbs or to sound like "legs."; He stood on his legs to reach the shelf.; The table has four legs.
So i tried catching some fog today... i mist.; mist; The word "mist" can refer to fog or to sound like "missed."; The mist covered the valley.; He mist the target with his throw.
Why did barbie never get pregnant? because ken came in a different box. badum tiss.; box; The word "box" can refer to a container or to a type of fight.; She packed her belongings in a box.; The boxer entered the ring for the match.
Look i can summon australians have you ever, ever felt like this?; summon; The word "summon" can mean to call upon or to sound like "summon."; He tried to summon the courage to speak.; She summoned her friends to the party.
Alcoholics don't run in my family they stumble around and break things; run; The word "run" can mean to move quickly on foot or to operate.; She runs every morning to stay fit.; The business was run by a family.
Did you hear about that guy who had his whole left side amputated? yeah he's all right now; right; The word "right" can mean correct or to refer to the opposite of left.; He was right about the answer.; She turned to the right.
What's brown and sticky? (not a stick) my beyonce calendar; sticky; The word "sticky" can mean adhesive or to sound like "sticky."; The tape was very sticky.; The situation was sticky.
F(x) walks into a bar the bartender looks at him and says sorry, we don't cater for functions; functions; The word "functions" can refer to mathematical operations or to events.; The function of the machine is to sort items.; They organized a function at the hall.
How did obama react when he heard donald trump won for president?; react; The word "react" can mean to respond or to undergo a chemical reaction.; She reacted quickly to the news.; The chemicals reacted violently.
What's the most frustrating thing in the world?; frustrating; The word "frustrating" can mean causing frustration or to sound like "frustrating."; The situation was very frustrating
